studentId,Predmet,BrojKredita,Ocjena,PolozioDatum,Godina,SkolskaGodina,Semestar,Priznat,datum_upisa,Spol,ZavrsenaSkolaId,Srednja_skola,opstina_rodjenja,GodinaZavrsetka,datum_diplomiranja,nacin_studiranja,opstina_prebivalista
16574,P-175,7,6,1. listopada 2019.,1,2020/2021,1,True,7. studenog 2018.,M,2,Elektrotehnièka,Jablanica,2013/2014,,DL,Mostar
16574,P-176,7,6,1. listopada 2019.,1,2020/2021,2,True,7. studenog 2018.,M,2,Elektrotehnièka,Jablanica,2013/2014,,DL,Mostar
16413,P-177,7,8,4. rujna 2020.,2,2019/2020,3,False,18. srpnja 2018.,,1,Gimnazija,Gornji Vakuf,2014/15,,DL,Gornji Vakuf - Uskoplje
16574,P-177,7,8,15. rujna 2022.,2,2020/2021,3,False,7. studenog 2018.,M,2,Elektrotehnièka,Jablanica,2013/2014,,DL,Mostar
16503,P-177,7,6,21. sijeènja 2020.,2,2019/2020,3,False,21. srpnja 2018.,M,1,Gimnazija,Banja Luka,1999/2000,,DL,Sarajevo - Novi grad
16574,P-150,7,8,28. oujka 2023.,3,2021/2022,5,False,7. studenog 2018.,M,2,Elektrotehnièka,Jablanica,2013/2014,,DL,Mostar
16503,P-150,7,10,21. veljaèe 2023.,3,2020/2021,5,False,21. srpnja 2018.,M,1,Gimnazija,Banja Luka,1999/2000,,DL,Sarajevo - Novi grad
16414,P-177,7,7,1. rujna 2022.,2,2019/2020,3,False,19. srpnja 2018.,M,2,Elektrotehnièka,Gorade,2014/15,,DL,Sarajevo
16401,P-177,7,6,18. veljaèe 2021.,2,2019/2020,3,False,19. srpnja 2018.,M,2,Elektrotehnièka,Mostar,2015/16,,DL,Mostar
16408,P-177,7,6,17. veljaèe 2022.,2,2019/2020,3,False,19. srpnja 2018.,,1,Gimnazija,Sanski Most,2016/2017,,DL,Sanski Most
16409,P-177,7,6,11. sijeènja 2023.,2,2019/2020,3,False,19. srpnja 2018.,M,3,Mainska,Tuzla,2014/15,,DL,Lukavac
16401,P-150,7,9,31. listopada 2022.,3,2020/2021,5,False,19. srpnja 2018.,M,2,Elektrotehnièka,Mostar,2015/16,,DL,Mostar
16401,P-157,7,7,20. veljaèe 2023.,3,2020/2021,6,False,19. srpnja 2018.,M,2,Elektrotehnièka,Mostar,2015/16,,DL,Mostar
16343,P-177,7,7,21. sijeènja 2020.,2,2019/2020,3,False,18. srpnja 2018.,M,18,Medresa,Gradaèac,2017/18,,DL,Gradaèac
16391,P-177,7,6,18. veljaèe 2021.,2,2019/2020,3,False,19. srpnja 2018.,M,2,Elektrotehnièka,Bugojno,2017/18,,DL,Bugojno
16369,P-177,7,9,1. prosinca 2021.,2,2019/2020,3,False,4. rujna 2018.,M,25,Turistièko ugostiteljska,Pale,2017/18,,DL,Pale
16448,P-177,7,8,4. rujna 2020.,2,2019/2020,3,False,24. kolovoza 2018.,M,13,Tehnièka,Brèko,2017/18,,Redovan samofinansirajuæi,Brèko
16420,P-177,7,7,14. rujna 2021.,2,2019/2020,3,False,5. rujna 2018.,,2,Elektrotehnièka,Tuzla,2017/18,,DL,Tuzla
16388,P-177,7,7,21. sijeènja 2020.,2,2019/2020,3,False,19. srpnja 2018.,M,2,Elektrotehnièka,Zenica,2017/18,,Redovan samofinansirajuæi,Zavidoviæi
16471,P-177,7,7,18. veljaèe 2020.,2,2019/2020,3,False,23. kolovoza 2018.,M,18,Medresa,Bihaæ,2017/18,,Redovan samofinansirajuæi,Bihaæ
16388,P-150,7,8,8. srpnja 2021.,3,2020/2021,5,False,19. srpnja 2018.,M,2,Elektrotehnièka,Zenica,2017/18,,Redovan samofinansirajuæi,Zavidoviæi
16509,P-177,7,7,21. sijeènja 2020.,2,2019/2020,3,False,20. srpnja 2018.,M,1,Gimnazija,Bugojno,2017/18,,Redovan samofinansirajuæi,Jajce
16433,P-177,7,7,2. studenog 2022.,2,2019/2020,3,False,24. kolovoza 2018.,,1,Gimnazija,Sarajevo - Centar,2017/18,,DL,Sarajevo-Stari grad
16375,P-177,7,7,18. veljaèe 2020.,2,2019/2020,3,False,4. rujna 2018.,M,1,Gimnazija,Zenica,2017/18,,DL,Kakanj
16490,P-177,7,8,20. veljaèe 2023.,2,2020/2021,3,False,21. srpnja 2018.,M,1,Gimnazija,Sarajevo - Centar,2017/18,,Vanredan,Sarajevo - Novi grad
16502,P-177,7,6,6. srpnja 2023.,2,2019/2020,3,False,21. srpnja 2018.,M,1,Gimnazija,Sarajevo - Centar,2017/18,,DL,Breza
16509,P-150,7,6,10. rujna 2020.,3,2019/2020,5,True,20. srpnja 2018.,M,1,Gimnazija,Bugojno,2017/18,,Redovan samofinansirajuæi,Jajce
16375,P-150,7,9,1. studenog 2021.,3,2020/2021,5,False,4. rujna 2018.,M,1,Gimnazija,Zenica,2017/18,,DL,Kakanj
16423,P-177,7,6,28. sijeènja 2021.,2,2019/2020,3,False,19. srpnja 2018.,,1,Gimnazija,Mostar,2017/18,,Redovan samofinansirajuæi,Mostar
16382,P-177,7,6,17. veljaèe 2022.,2,2019/2020,3,False,19. srpnja 2018.,M,1,Gimnazija,Sarajevo - Centar,2017/18,,DL,Vogoæa
16363,P-177,7,6,18. veljaèe 2021.,2,2019/2020,3,False,19. srpnja 2018.,M,1,Gimnazija,Ilida,2017/18,,DL,Ilida
16396,P-177,7,7,21. sijeènja 2020.,2,2019/2020,3,False,19. srpnja 2018.,M,1,Gimnazija,Zenica,2017/18,,DL,Kakanj
16396,P-150,7,9,1. studenog 2021.,3,2020/2021,5,False,19. srpnja 2018.,M,1,Gimnazija,Zenica,2017/18,,DL,Kakanj
16423,P-150,7,8,24. veljaèe 2022.,3,2020/2021,5,False,19. srpnja 2018.,,1,Gimnazija,Mostar,2017/18,,Redovan samofinansirajuæi,Mostar
16423,P-157,7,7,21. rujna 2023.,3,2020/2021,6,False,19. srpnja 2018.,,1,Gimnazija,Mostar,2017/18,,Redovan samofinansirajuæi,Mostar
16511,P-176,7,6,15. rujna 2020.,1,2018/2019,2,False,24. rujna 2018.,M,2,Elektrotehnièka,Bugojno,2013/14,,DL,Bugojno
16508,P-176,7,6,17. rujna 2021.,1,2018/2019,2,True,21. srpnja 2018.,M,2,Elektrotehnièka,Sarajevo-Stari grad,2016/17,,Redovan samofinansirajuæi,Sarajevo-Stari grad
16503,P-176,7,6,4. rujna 2019.,1,2018/2019,2,False,21. srpnja 2018.,M,1,Gimnazija,Banja Luka,1999/2000,,DL,Sarajevo - Novi grad
16489,P-176,7,8,15. rujna 2020.,1,2018/2019,2,False,20. srpnja 2018.,M,2,Elektrotehnièka,Sarajevo - Centar,2014/2015,,DL,Sarajevo - Novi grad
16453,P-176,7,7,16. srpnja 2021.,1,2018/2019,2,False,23. kolovoza 2018.,M,13,Tehnièka,Gorade,2015/2016,,Vanredan,Gorade
16414,P-176,7,6,25. lipnja 2021.,1,2018/2019,2,False,19. srpnja 2018.,M,2,Elektrotehnièka,Gorade,2014/15,,DL,Sarajevo
16413,P-176,7,9,24. lipnja 2020.,1,2018/2019,2,False,18. srpnja 2018.,,1,Gimnazija,Gornji Vakuf,2014/15,,DL,Gornji Vakuf - Uskoplje
16408,P-176,7,7,15. rujna 2020.,1,2018/2019,2,False,19. srpnja 2018.,,1,Gimnazija,Sanski Most,2016/2017,,DL,Sanski Most
16409,P-176,7,9,9. rujna 2021.,1,2018/2019,2,False,19. srpnja 2018.,M,3,Mainska,Tuzla,2014/15,,DL,Lukavac
16401,P-176,7,6,15. srpnja 2020.,1,2018/2019,2,False,19. srpnja 2018.,M,2,Elektrotehnièka,Mostar,2015/16,,DL,Mostar
16406,P-175,7,6,25. veljaèe 2023.,1,2018/2019,1,False,19. srpnja 2018.,M,1,Gimnazija,Sanski Most,2016/2017,,Vanredan,Sanski Most
16453,P-175,7,8,8. rujna 2020.,1,2018/2019,1,False,23. kolovoza 2018.,M,13,Tehnièka,Gorade,2015/2016,,Vanredan,Gorade
16508,P-175,7,9,9. veljaèe 2019.,1,2018/2019,1,False,21. srpnja 2018.,M,2,Elektrotehnièka,Sarajevo-Stari grad,2016/17,,Redovan samofinansirajuæi,Sarajevo-Stari grad
16401,P-175,7,6,29. lipnja 2019.,1,2018/2019,1,False,19. srpnja 2018.,M,2,Elektrotehnièka,Mostar,2015/16,,DL,Mostar
16409,P-175,7,8,7. rujna 2019.,1,2018/2019,1,False,19. srpnja 2018.,M,3,Mainska,Tuzla,2014/15,,DL,Lukavac
16408,P-175,7,9,24. kolovoza 2019.,1,2018/2019,1,False,19. srpnja 2018.,,1,Gimnazija,Sanski Most,2016/2017,,DL,Sanski Most
16413,P-175,7,7,26. sijeènja 2019.,1,2018/2019,1,False,18. srpnja 2018.,,1,Gimnazija,Gornji Vakuf,2014/15,,DL,Gornji Vakuf - Uskoplje
16414,P-175,7,8,24. kolovoza 2019.,1,2018/2019,1,False,19. srpnja 2018.,M,2,Elektrotehnièka,Gorade,2014/15,,DL,Sarajevo
16435,P-175,7,7,9. veljaèe 2019.,1,2018/2019,1,False,20. srpnja 2018.,M,2,Elektrotehnièka,Mostar,2014/15,,DL,Mostar
16438,P-175,7,9,9. veljaèe 2019.,1,2018/2019,1,False,24. kolovoza 2018.,M,10,Katolièki kolski centar,Split,2013/14,,DL,Sarajevo-Stari grad
16443,P-175,7,6,7. rujna 2019.,1,2018/2019,1,False,24. kolovoza 2018.,M,1,Gimnazija,Gradaèac,2011/12,,DL,Graèanica
16462,P-175,7,6,7. rujna 2019.,1,2018/2019,1,False,23. kolovoza 2018.,M,6,Ekonomska,Ljubovija,2001/2002,,DL,Sarajevo
16473,P-175,7,6,15. veljaèe 2020.,1,2018/2019,1,False,21. srpnja 2018.,M,1,Gimnazija,Sarajevo-Novo Sarajevo,2015/2016,,DL,Sarajevo-Novo Sarajevo
16489,P-175,7,10,24. kolovoza 2019.,1,2018/2019,1,False,20. srpnja 2018.,M,2,Elektrotehnièka,Sarajevo - Centar,2014/2015,,DL,Sarajevo - Novi grad
16503,P-175,7,7,26. sijeènja 2019.,1,2018/2019,1,False,21. srpnja 2018.,M,1,Gimnazija,Banja Luka,1999/2000,,DL,Sarajevo - Novi grad
16578,P-175,7,6,7. rujna 2019.,1,2018/2019,1,False,8. studenog 2018.,M,1,Gimnazija,Sarajevo - Centar,2012/2013,,DL,Sarajevo - Centar
16585,P-175,7,7,15. veljaèe 2020.,1,2018/2019,1,False,14. studenog 2018.,M,18,Medresa,Zvornik,2008/2009,,DL,Zvornik
16511,P-175,7,10,26. sijeènja 2019.,1,2018/2019,1,False,24. rujna 2018.,M,2,Elektrotehnièka,Bugojno,2013/14,,DL,Bugojno
16528,P-175,7,6,16. rujna 2021.,1,2018/2019,1,False,25. rujna 2018.,M,8,Saobraæajna,Sarajevo - Centar,2014/2015,,DL,Ilida
16471,P-176,7,6,4. srpnja 2019.,1,2018/2019,2,False,23. kolovoza 2018.,M,18,Medresa,Bihaæ,2017/18,,Redovan samofinansirajuæi,Bihaæ
16467,P-176,7,8,23. rujna 2021.,1,2018/2019,2,False,23. kolovoza 2018.,M,2,Elektrotehnièka,Bihaæ,2017/18,,DL,Bihaæ
16448,P-176,7,6,15. srpnja 2020.,1,2018/2019,2,False,24. kolovoza 2018.,M,13,Tehnièka,Brèko,2017/18,,Redovan samofinansirajuæi,Brèko
16420,P-176,7,6,15. srpnja 2020.,1,2018/2019,2,False,5. rujna 2018.,,2,Elektrotehnièka,Tuzla,2017/18,,DL,Tuzla
16400,P-176,7,6,9. rujna 2021.,1,2018/2019,2,False,19. srpnja 2018.,,6,Ekonomska,Sarajevo - Novi grad,2017/18,,DL,Sarajevo
16391,P-176,7,6,15. srpnja 2020.,1,2018/2019,2,False,19. srpnja 2018.,M,2,Elektrotehnièka,Bugojno,2017/18,,DL,Bugojno
16388,P-176,7,8,4. rujna 2019.,1,2018/2019,2,False,19. srpnja 2018.,M,2,Elektrotehnièka,Zenica,2017/18,,Redovan samofinansirajuæi,Zavidoviæi
16369,P-176,7,6,4. srpnja 2019.,1,2018/2019,2,False,4. rujna 2018.,M,25,Turistièko ugostiteljska,Pale,2017/18,,DL,Pale
16343,P-176,7,8,4. srpnja 2019.,1,2018/2019,2,False,18. srpnja 2018.,M,18,Medresa,Gradaèac,2017/18,,DL,Gradaèac
16343,P-175,7,10,26. sijeènja 2019.,1,2018/2019,1,False,18. srpnja 2018.,M,18,Medresa,Gradaèac,2017/18,,DL,Gradaèac
16350,P-175,7,7,7. rujna 2019.,1,2018/2019,1,False,18. srpnja 2018.,M,18,Medresa,Tuzla,2017/18,,DL,Tuzla
16366,P-175,7,6,8. rujna 2020.,1,2018/2019,1,False,19. srpnja 2018.,M,3,Mainska,Gorade,2017/18,,Vanredan,Gorade
16369,P-175,7,7,26. sijeènja 2019.,1,2018/2019,1,False,4. rujna 2018.,M,25,Turistièko ugostiteljska,Pale,2017/18,,DL,Pale
16388,P-175,7,10,26. sijeènja 2019.,1,2018/2019,1,False,19. srpnja 2018.,M,2,Elektrotehnièka,Zenica,2017/18,,Redovan samofinansirajuæi,Zavidoviæi
16391,P-175,7,9,29. lipnja 2019.,1,2018/2019,1,False,19. srpnja 2018.,M,2,Elektrotehnièka,Bugojno,2017/18,,DL,Bugojno
16400,P-175,7,6,7. rujna 2019.,1,2018/2019,1,False,19. srpnja 2018.,,6,Ekonomska,Sarajevo - Novi grad,2017/18,,DL,Sarajevo
16416,P-175,7,7,26. sijeènja 2019.,1,2018/2019,1,False,19. srpnja 2018.,M,2,Elektrotehnièka,Sarajevo-Novo Sarajevo,2017/18,,Vanredan,Sarajevo
16420,P-175,7,10,9. veljaèe 2019.,1,2018/2019,1,False,5. rujna 2018.,,2,Elektrotehnièka,Tuzla,2017/18,,DL,Tuzla
16448,P-175,7,9,26. sijeènja 2019.,1,2018/2019,1,False,24. kolovoza 2018.,M,13,Tehnièka,Brèko,2017/18,,Redovan samofinansirajuæi,Brèko
16467,P-175,7,6,26. sijeènja 2019.,1,2018/2019,1,False,23. kolovoza 2018.,M,2,Elektrotehnièka,Bihaæ,2017/18,,DL,Bihaæ
16471,P-175,7,9,26. sijeènja 2019.,1,2018/2019,1,False,23. kolovoza 2018.,M,18,Medresa,Bihaæ,2017/18,,Redovan samofinansirajuæi,Bihaæ
16375,P-175,7,10,26. sijeènja 2019.,1,2018/2019,1,False,4. rujna 2018.,M,1,Gimnazija,Zenica,2017/18,,DL,Kakanj
16433,P-175,7,6,7. rujna 2019.,1,2018/2019,1,False,24. kolovoza 2018.,,1,Gimnazija,Sarajevo - Centar,2017/18,,DL,Sarajevo-Stari grad
16451,P-175,7,6,20. veljaèe 2021.,1,2018/2019,1,False,23. kolovoza 2018.,M,1,Gimnazija,Zagreb,2017/18,,DL,Gorade
16464,P-175,7,6,26. sijeènja 2019.,1,2018/2019,1,False,23. kolovoza 2018.,M,1,Gimnazija,Sarajevo-Stari grad,2017/18,,DL,Sarajevo-Stari grad
16468,P-175,7,10,9. veljaèe 2019.,1,2018/2019,1,False,23. kolovoza 2018.,M,1,Gimnazija,Bihaæ,2017/18,,Vanredan,Bihaæ
16482,P-175,7,6,25. sijeènja 2020.,1,2018/2019,1,False,21. srpnja 2018.,,1,Gimnazija,Mostar,2017/18,,DL,Mostar
16490,P-175,7,7,15. veljaèe 2020.,1,2018/2019,1,False,21. srpnja 2018.,M,1,Gimnazija,Sarajevo - Centar,2017/18,,Vanredan,Sarajevo - Novi grad
16498,P-175,7,7,25. kolovoza 2020.,1,2018/2019,1,False,21. srpnja 2018.,M,1,Gimnazija,Vogoæa,2017/18,,DL,Vogoæa
16502,P-175,7,6,24. kolovoza 2019.,1,2018/2019,1,False,21. srpnja 2018.,M,1,Gimnazija,Sarajevo - Centar,2017/18,,DL,Breza
16509,P-175,7,10,26. sijeènja 2019.,1,2018/2019,1,False,20. srpnja 2018.,M,1,Gimnazija,Bugojno,2017/18,,Redovan samofinansirajuæi,Jajce
16509,P-176,7,6,20. lipnja 2019.,1,2018/2019,2,False,20. srpnja 2018.,M,1,Gimnazija,Bugojno,2017/18,,Redovan samofinansirajuæi,Jajce
16502,P-176,7,6,16. srpnja 2021.,1,2018/2019,2,False,21. srpnja 2018.,M,1,Gimnazija,Sarajevo - Centar,2017/18,,DL,Breza
16490,P-176,7,7,16. srpnja 2021.,1,2018/2019,2,False,21. srpnja 2018.,M,1,Gimnazija,Sarajevo - Centar,2017/18,,Vanredan,Sarajevo - Novi grad
16482,P-176,7,8,9. rujna 2021.,1,2018/2019,2,False,21. srpnja 2018.,,1,Gimnazija,Mostar,2017/18,,DL,Mostar
16464,P-176,7,9,3. listopada 2019.,1,2018/2019,2,False,23. kolovoza 2018.,M,1,Gimnazija,Sarajevo-Stari grad,2017/18,,DL,Sarajevo-Stari grad
16433,P-176,7,7,16. srpnja 2021.,1,2018/2019,2,False,24. kolovoza 2018.,,1,Gimnazija,Sarajevo - Centar,2017/18,,DL,Sarajevo-Stari grad
16375,P-176,7,6,20. lipnja 2019.,1,2018/2019,2,False,4. rujna 2018.,M,1,Gimnazija,Zenica,2017/18,,DL,Kakanj
16359,P-175,7,10,26. sijeènja 2019.,1,2018/2019,1,False,19. srpnja 2018.,M,1,Gimnazija,Sanski Most,2017/18,,Redovan samofinansirajuæi,Sanski Most
16363,P-175,7,6,29. lipnja 2019.,1,2018/2019,1,False,19. srpnja 2018.,M,1,Gimnazija,Ilida,2017/18,,DL,Ilida
16382,P-175,7,10,26. sijeènja 2019.,1,2018/2019,1,False,19. srpnja 2018.,M,1,Gimnazija,Sarajevo - Centar,2017/18,,DL,Vogoæa
16396,P-175,7,9,26. sijeènja 2019.,1,2018/2019,1,False,19. srpnja 2018.,M,1,Gimnazija,Zenica,2017/18,,DL,Kakanj
16407,P-175,7,7,2. rujna 2021.,1,2018/2019,1,False,19. srpnja 2018.,M,1,Gimnazija,Sanski Most,2017/18,,Vanredan,Sanski Most
16418,P-175,7,6,2. rujna 2021.,1,2018/2019,1,False,19. srpnja 2018.,M,1,Gimnazija,Sarajevo - Centar,2017/18,,DL,Sarajevo - Novi grad
16423,P-175,7,6,29. lipnja 2019.,1,2018/2019,1,False,19. srpnja 2018.,,1,Gimnazija,Mostar,2017/18,,Redovan samofinansirajuæi,Mostar
16423,P-176,7,6,15. srpnja 2020.,1,2018/2019,2,False,19. srpnja 2018.,,1,Gimnazija,Mostar,2017/18,,Redovan samofinansirajuæi,Mostar
16396,P-176,7,7,4. srpnja 2019.,1,2018/2019,2,False,19. srpnja 2018.,M,1,Gimnazija,Zenica,2017/18,,DL,Kakanj
16382,P-176,7,6,15. rujna 2020.,1,2018/2019,2,False,19. srpnja 2018.,M,1,Gimnazija,Sarajevo - Centar,2017/18,,DL,Vogoæa
16363,P-176,7,6,31. kolovoza 2020.,1,2018/2019,2,False,19. srpnja 2018.,M,1,Gimnazija,Ilida,2017/18,,DL,Ilida
16359,P-176,7,6,31. kolovoza 2020.,1,2018/2019,2,False,19. srpnja 2018.,M,1,Gimnazija,Sanski Most,2017/18,,Redovan samofinansirajuæi,Sanski Most
17594,P-157,6,10,1. listopada 2018.,3,2018/2019,6,True,20. studenog 2018.,M,2,Elektrotehnièka,Mostar,2008/2009,,DL,Sarajevo-Novo Sarajevo
17599,P-157,6,7,1. listopada 2018.,3,2018/2019,6,True,23. studenog 2018.,M,23,Mjeovita srednja kola,Fojnica,1994/95,,DL,Ilida
16572,P-175,7,8,1. listopada 2018.,1,2018/2019,1,True,7. studenog 2018.,M,1,Gimnazija,Bihaæ,2010/2011,,DL,Sarajevo - Centar
16570,P-175,7,9,1. listopada 2018.,1,2018/2019,1,True,7. studenog 2018.,M,13,Tehnièka,Banoviæi,2008/09,,DL,Mostar
16575,P-175,7,6,1. listopada 2018.,1,2018/2019,1,True,7. studenog 2018.,M,1,Gimnazija,Graèanica,2014/15,,DL,Doboj
16583,P-175,7,10,1. listopada 2018.,1,2018/2019,1,True,9. studenog 2018.,M,13,Tehnièka,Bugojno,2012/13,,DL,Gornji Vakuf - Uskoplje
16582,P-175,7,6,1. listopada 2018.,1,2018/2019,1,True,9. studenog 2018.,M,3,Mainska,Doboj,2002/03,,DL,Sarajevo-Novo Sarajevo
16587,P-175,7,6,1. listopada 2018.,1,2018/2019,1,True,14. studenog 2018.,M,23,Mjeovita srednja kola,Sarajevo - Centar,1999/2000,,DL,Sarajevo - Centar
16586,P-175,7,8,1. listopada 2018.,1,2018/2019,1,True,14. studenog 2018.,M,2,Elektrotehnièka,Sarajevo - Centar,2000/2001,,DL,Sarajevo-Novo Sarajevo
17589,P-175,7,6,1. listopada 2018.,1,2018/2019,1,True,19. studenog 2018.,M,1,Gimnazija,Sarajevo - Centar,2008/09,,DL,Sarajevo-Novo Sarajevo
16589,P-175,7,7,1. listopada 2018.,1,2018/2019,1,True,16. studenog 2018.,M,2,Elektrotehnièka,Sarajevo - Centar,2011/2012,,DL,Sarajevo - Novi grad
